Date,All Grades All Formulations,All Grades Reformulated,Regular All Formulations,Regular Reformulated,Midgrade All Formulations,Midgrade Reformulated,Premium All Formulations,Premium Reformulated,
"Oct 22, 2018",2.909,2.909,2.786,2.786,3.195,3.195,3.588,3.588,
"Oct 29, 2018",2.958,2.958,2.835,2.835,3.239,3.239,3.636,3.636,
"Nov 05, 2018",2.877,2.877,2.753,2.753,3.178,3.178,3.554,3.554,
"Nov 12, 2018",2.786,2.786,2.659,2.659,3.088,3.088,3.472,3.472,
"Nov 19, 2018",2.636,2.636,2.513,2.513,2.975,2.975,3.337,3.337,
"Nov 26, 2018",2.553,2.553,2.426,2.426,2.89,2.89,3.234,3.234,
"Dec 03, 2018",2.431,2.431,2.301,2.301,2.773,2.773,3.123,3.123,
"Dec 10, 2018",2.491,2.491,2.361,2.361,2.833,2.833,3.18,3.18,
"Dec 17, 2018",2.39,2.39,2.265,2.265,2.713,2.713,3.062,3.062,
"Dec 24, 2018",2.346,2.346,2.219,2.219,2.681,2.681,3.023,3.023,
"Dec 31, 2018",2.239,2.239,2.125,2.125,2.518,2.518,2.886,2.886,
"Jan 07, 2019",2.237,2.237,2.118,2.118,2.518,2.518,2.888,2.888,
"Jan 14, 2019",2.268,2.268,2.152,2.152,2.555,2.555,2.916,2.916,
"Jan 21, 2019",2.303,2.303,2.186,2.186,2.578,2.578,2.944,2.944,
"Jan 28, 2019",2.255,2.255,2.139,2.139,2.52,2.52,2.907,2.907,
"Feb 04, 2019",2.345,2.345,2.233,2.233,2.604,2.604,2.969,2.969,
"Feb 11, 2019",2.41,2.41,2.293,2.293,2.669,2.669,3.065,3.065,
"Feb 18, 2019",2.477,2.477,2.361,2.361,2.729,2.729,3.13,3.13,
"Feb 25, 2019",2.609,2.609,2.502,2.502,2.824,2.824,3.222,3.222,
"Mar 04, 2019",2.578,2.578,2.468,2.468,2.8,2.8,3.211,3.211,
"Mar 11, 2019",2.665,2.665,2.556,2.556,2.89,2.89,3.287,3.287,
"Mar 18, 2019",2.8,2.8,2.689,2.689,3.034,3.034,3.433,3.433,
"Mar 25, 2019",2.88,2.88,2.769,2.769,3.131,3.131,3.501,3.501,
,,,,,,,,,
